seed,policy,budget,tail_weight,n,review_fraction,selective_accuracy,mean_cost,cvar90,severe_error_capture,severe_errors_before_review,severe_errors_remaining,weighted_error_capture
73,entropy,0.1,,15634,0.09997441473711143,0.9256627105394073,0.11564538825636433,1.1564538825636437,0.4411764705882353,136,76,0.40506745640013164
73,entropy,0.2,,15634,0.19994882947422285,0.9529101375119923,0.06127670461813995,0.6127670461813997,0.7279411764705882,136,37,0.6847647252385654
73,entropy,0.3,,15634,0.2999872073685557,0.9695723684210527,0.031533836510170145,0.3153383651017015,0.8823529411764706,136,16,0.8377755840737084
73,entropy,0.4,,15634,0.39996162210566716,0.9780407206054792,0.019061020851989255,0.19061020851989258,0.9411764705882353,136,8,0.9019414281013491
73,single_model_risk,0.0,,15634,0.0,0.8900473327363438,0.19438403479595753,1.844313675323014,0.0,136,136,0.0
73,single_model_risk,0.05,,15634,0.04995522578994499,0.9053389887564802,0.1435972879621338,1.4359728796213385,0.375,136,85,0.2612701546561369
73,single_model_risk,0.1,,15634,0.09997441473711143,0.9193376448013645,0.11340667775361392,1.1340667775361395,0.5294117647058824,136,64,0.4165844027640671
73,single_model_risk,0.2,,15634,0.19994882947422285,0.9438759194115766,0.06441089932199054,0.6441089932199054,0.7720588235294118,136,31,0.6686410003290556
73,single_model_risk,0.3,,15634,0.2999872073685557,0.9565972222222222,0.03856978380452859,0.385697838045286,0.8970588235294118,136,14,0.8015794669299111
73,single_model_risk,0.4,,15634,0.39996162210566716,0.9648225135913016,0.024433926058590252,0.24433926058590258,0.9558823529411765,136,6,0.8743007568279039
73,l2d_single_head,0.0,,15634,0.0,0.8866572854036076,0.19284891902264295,1.795062044262505,0.0,127,127,0.0
73,l2d_single_head,0.05,,15634,0.04995522578994499,0.9010974213963509,0.1533836510170142,1.5338365101701423,0.25196850393700787,127,95,0.20464344941956883
73,l2d_single_head,0.1,,15634,0.09997441473711143,0.9156421007746429,0.12178585134962262,1.2178585134962265,0.4094488188976378,127,75,0.36849087893864013
73,l2d_single_head,0.2,,15634,0.19994882947422285,0.9366805244643428,0.07419726237687092,0.7419726237687094,0.7007874015748031,127,38,0.615257048092869
73,l2d_single_head,0.3,,15634,0.2999872073685557,0.9488304093567251,0.04758858897275169,0.47588588972751705,0.84251968503937,127,20,0.7532338308457711
73,l2d_single_head,0.4,,15634,0.39996162210566716,0.9567210318729347,0.03230139439682743,0.3230139439682744,0.9133858267716536,127,11,0.8325041459369817
73,moe_mean,0.0,,15634,0.0,0.8840987591147499,0.18913905590379942,1.7323781501854933,0.0,119,119,0.0
73,moe_mean,0.05,,15634,0.04995522578994499,0.9004914832020467,0.14295765638991942,1.4295765638991944,0.35294117647058826,119,77,0.24416638484950964
73,moe_mean,0.1,,15634,0.09997441473711143,0.9152156918484827,0.11123193040808495,1.1123193040808497,0.5462184873949579,119,54,0.41190395671288466
73,moe_mean,0.2,,15634,0.19994882947422285,0.9420370962583946,0.06370730459255469,0.637073045925547,0.773109243697479,119,27,0.663172133919513
73,moe_mean,0.3,,15634,0.2999872073685557,0.9541301169590644,0.04093642062172189,0.409364206217219,0.865546218487395,119,16,0.7835644234020968
73,moe_mean,0.4,,15634,0.39996162210566716,0.9621575524997336,0.02532941025969042,0.25329410259690427,0.957983193277311,119,5,0.8660804869800474
73,moe_tail,0.0,,15634,0.0,0.8807087117820136,0.18645260330049893,1.6716131508251248,0.0,108,108,0.0
73,moe_tail,0.05,,15634,0.04995522578994499,0.8924123072779909,0.14270180376103364,1.4048867852117182,0.4351851851851852,108,61,0.2346483704974271
